Sentimiento,Regiones
N,Cundinamarca
N,Tolima
N,Champetesburgo
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Monteria 
N,Colombia
N,Medellin 
N,Tolima
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Boyaca colombia
N,Valle del Cauca
N,Sincelejo
N,Guican
N,Colombia
N,Cundinamarca
N,Neiva
N,La bodega de petro
N,Monteria
N,Cundinamarca
N,Valle del Cauca
N,Tolima
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Venezuela
N,Colombia
N,San andres islas
N,En mi closet 
N,Colombia
N,United states
N,Colombia
N,Santa marta
N,Colombia
N,Bogota dc
N,Barranquilla 
N,Bogota colombia
N,Canada
N,Antioquia
N,Ibague 
N,Colombia
N,Colombia
N,Palenque de san basilio
N,Dosquebradas
N,Cundinamarca
N,Colombia
N,Colombia
N,Tulua
N,Monteria
N,Cundinamarca
N,Cundinamarca
N,Acacias
N,Colombia
N,Colombia
N,Colombia
N,venezuela
N,Colombia
N,Santa fe de bogota
N,Colombia
N,Colombia
N,Zipaquira
N,Nunca lo sabre
N,Colombia
N,Colombiacali
N,Colombia
N,Tolima
N,Tolima
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Lorica
N,Madrid cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cauca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Tolima
N,Cundinamarca
N,Colombia
N,Colombia
N,Valle del Cauca
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Bogota d
N,Calicolombia
N,Miami
N,Bucarayork
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Barranquilla colombia
N,Via lactea
N,Colombia
N,Atlantico
N,Icononzo
N,Colombia
N,Valle del cauca
N,Colombia
N,Atlantico
N,Colombia
N,Hell
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,En el corazon de mi patria
N,Colombia
N,Colombia
N,Cundinamarca
N,Valle del Cauca
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Medellin 
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Santa marta  sincelejo
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Zenitown 
N,Caqueza
N,Colombia
N,Barrio triste
N,Colombia
N,Colombia
N,Santander
N,Salamina
N,Country walk
N,Colombia
N,New jersey
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Sistema solar
N,Colombia
N,Colombia
N,Sucre
N,Cundinamarca
N,Colombia
N,Colombia
N,Sincelejo
N,Santiago de cali
N,Colombia
N,Cundinamarca
N,Colombia
N,Tibu norte de santander
N,Florencia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Tolima
N,Colombia
N,Colombia
N,Valle del Cauca
N,Moniquira
N,Ortega
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Bolivar
N,Tolima
N,Snapchat sebastgmez
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Sucre
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Bogota colombia
N,Colombia
N,Colombia
N,Colombia
N,Tibu norte de santander
N,Bolivar
N,Colombia
N,Santander
N,Colombia
N,Santiago de cali
P,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Bolivar
N,Colombia
N,Cundinamarca
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Rincon de santa ines i etapa
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Monteria
N,Colombia
N,Colombia
N,Colombia
N,Santander
N,Colombia
N,Colombia
N,Ciudad autonoma de buenos aire
N,Colombia
N,Colombia
N,Colombia
N,Sucre
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Santa marta
N,Cundinamarca
N,Colombia
N,Bogota colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Colombia
N,Bolivar
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Bogota 
N,Colombia
N,En el centro de bogota
N,Colombia
N,Libano
N,Colombia
N,Colombia
N,Bogot
N,Colombia
N,Colombia
N,Colombia
N,La republica del bara
N,Bogota d
N,Antioquia
N,Colombia
N,Colombia
N,Santafe de bogota
N,Colombia
N,En el centro de bogota
N,Colombia
N,Colombia
N,Colombia
N,Saravena
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia bogota
N,Calicolombia
N,Colombia
N,Tolima
N,Sad city
N,Chia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Tolima
N,Colombia
N,Valle del Cauca
N,Colombia
N,Valle del Cauca
N,Cundinamarca
N,Bogota d cl
N,Colombia
N,Valle del cauca
N,Colombia
N,Cundinamarca
N,Colombia 
N,Atlantico
N,Antioquia
N,Tolima
N,Colombia
N,Colombia
N,Colombia
N,El banco
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Sincelejo
N,Canada
N,Cundinamarca
N,Colombia
N,Colombia
N,Antioquia
N,Sincelejo
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Norte de Santander
N,Colombia
N,Cundinamarca
N,Bogota 
N,Norte bogota
N,Cundinamarca
N,Colombia
N,Guacheta
N,Cauca
N,Tunja
N,Tolima
N,Colombia
N,Cundinamarca
N,Tolima
N,Santa marta 
N,Colombia
N,Fontibon df
N,Colombia
N,Colombia
N,Medellinhonduras
N,Unal
N,En el futbol 
N,Colombia
N,Atlantico
N,Atlantico
N,Cundinamarca
N,Colombia
N,Colombia
N,En algun lugar del mundo
N,Buenos aires
N,Colombia
N,Bogota dc
N,Bolivar
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Turbo antioquia
N,Valle del Cauca
N,Colombia
N,Bolivar
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Lorica
N,Zipaquira
N,Atlantico
N,Antioquia
N,Cundinamarca
N,San jacinto
N,Santa fe de bogota
N,Antioquia
N,Colombia
N,Colombia
N,Bolivar
N,Cundinamarca
N,Colombia
N,Fonseca la guajira
N,Barranquilla colombia
N,En un lugar de colombia
N,Monteria
N,Barrancabermeja
N,Colombia
N,Colombia
N,Colombia
N,Cartagena de indias
N,Atlantico
N,Colombia
N,Cundinamarca
N,Pueblo paleta
N,Valledupar
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Tunja
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Monteria
N,Santiago
N,Colombia
N,Medellin colombia
N,Tolima
N,orgullosamente de pueblo
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Santander
N,Valle del Cauca
N,Colombia
N,Risaralda
N,Ibague colombia
N,Colombia
N,Colombia
N,Quimbaya
N,Colombia
N,Valle del Cauca
N,Atlantico
N,Colombia
N,Colombia
N,Tolima
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia o
N,Argentina
N,Norte de Santander
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Bolivar
N,Colombia
N,Colombia
N,Cundinamarca
N,Huila
N,Altiplano cundiboyacense
N,Colombia
N,Colombia
N,Antioquia
N,Baranoa
N,Atlantico
N,Atlantico
N,Colombia
N,San jose del guaviare
N,Tame
N,Colombia
N,Colombia
N,Valledupar 
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Sucre
N,Cundinamarca
N,Colombia
N,Colombia
N,Yumbo
N,Atlantico
N,Colombia
N,Colombia
N,Sincelejo
N,Santander
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia 
N,Bolivar
N,Santa fe de bogota
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Bolivar
N,Valledupar
N,Colombia
N,Colombia
N,Santiago de cali
N,Altiplano cundiboyacense
N,Colombia
N,Colombia
N,Colombia
N,Norte de Santander
N,Colombia
N,Colombia
N,Sucre
N,Santander
N,Colombia
N,Cundinamarca
N,Bogota colombia
N,Colombia
N,Atlantico
N,Bolivar
N,Colombia
N,Colombia
N,Colombia
N,Valle del Cauca
N,Colombia
P,Cundinamarca
N,Complexo do lins
N,Venezuela
P,Huancavelica
N,Colombia
N,Colombia
N,Bolivar
N,Colombia
N,Complexo do lins
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,San juan de rio seco
N,Colombia
N,Colombia
N,Colombia
N,Cumana
N,Cerquita
N,Stockholm
N,Colombia
N,Los angeles
N,Usa 
N,Colombia
N,Santiago de guayaquil
N,Winterfell
N,Colombia
N,Puebla mexico
N,Santiago de chile
N,Colombia
N,Luque paraguay
P,Cundinamarca
P,Bogota colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Boyaca
P,Santa marta
P,Colombia
P,Cundinamarca
P,Colombia
P,Colombia
N,Brewster
N,Colombia
N,Colombia
N,Complexo do lins
N,Quito
P,Riyadh
N,Colombia
N,Colombia
N,Antioquia
N,Colombia
N,Colombia
N,Quito
P,Colombia
P,Colombia
P,Valle del Cauca
P,Meta
P,Cundinamarca
P,Cundinamarca
P,Colombia
N,Colombia
N,Barinas
P,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,En algn lugar
P,Colombia
N,Venezuela
N,Cusersaufaeiodocumentscha
N,Venezuela
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Colombia
P,Cundinamarca
P,Girardot
P,Colombia
P,Cundinamarca
N,Colombia
N,Colombia
N,Rio de janeiro
N,Caracas
N,Todos lados
N,Colombia
N,Venezuela
N,Colombia
N,
N,Maracaibo zulia
N,Colombia
N,Venezuela
N,Colombia
N,Venezuela
P,Colombia
P,Cundinamarca
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Miami
P,Cundinamarca
P,Meta
P,Colombia
N,En casa
N,Aragua
N,Colombia
N,Colombia
N,Chavista 1000 oriente
N,Rio de janeiro
N,Honorio gurgel
N,Colombia
N,Rio de janeiro
N,Rio de janeiro  coelho neto
N,Mexico df
N,Vila real
N,Sudaca
N,Bogotacolombia
N,Chamal nuevo tamaulipas mexico
N,Quito
P,Quito
P,Colombia
N,Complexo do lins
N,Na sua base 
P,Colombia
P,Colombia
N,Machala
N,Colombia
N,Colombia
P,Colombia
N,Antioquia
N,Abu dhabi
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,San andres de tumaco
N,Chia
N,Chia
N,Colombia
N,Colombia
N,United states
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia womenland pda
N,Donde tu estes
N,Rua saturnino de brito 74
N,Chitre
N,Panama
N,Colombia
N,Colombia
P,Panama
N,Complexo do lins
N,Colombia
P,Complexo do lins
N,Santa marta
N,Atlantico
N,Santander
N,Colombia
N,Colombia
N,Colombia
N,Duitama boyaca
N,Santander
N,Colombia
P,Colombia
N,Bogota colombia
N,La verdad es nuestra fortaleza
N,Colombia
N,Colombia
N,Colombia
N,Barrancas
N,Quimicamente periodista 
N,Comala
N,Riohacha
N,Colombia
N,Antioquia
N,Atlantico
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Villavicenciometa
N,Valle del Cauca
N,Cundinamarca
N,Cundinamarca
N,Quito
N,Ecuador
N,Ambato
N,Colombia
N,Tena 
N,Banana republic
N,Colombia
N,Gye
N,Colombia
N,Colombia
N,Cuenca ecuador
N,Grantchester meadows
N,Colombia
N,Colombia
N,Ecuador
N,Colombia
N,Murcia
N,Uio
N,Queens new york 347 639 2174
N,Santo domingo
N,Ecuador
N,Colombia
N,
N,Colombia
N,Colombia
N,Katmandu
N,Puyo
N,Catacocha
N,Guayaquil
N,Jinan
N,Colombia
N,Guayaquil
N,Colombia
N,Guayaquil
N,Marte
N,Quito
N,Colombia
N,Estados unidos
N,Guayaquil
N,Colombia
N,Quevedo
N,Colombia
N,Ecuador
N,Mantaecuador
N,Ecuador
N,Colombia
N,Venezuela libre
N,Colombia
N,Guayaquil
N,Quito
N,Colombia
N,Hacer que las cosas pasen
N,Colombia
N,Colombia
N,Colombia
N,Guayaquil 
N,Colombia
N,
N,Ecuador
N,Morena640am sabados 8a9am
N,Colombia
N,Quito 0593 ecuador
N,Colombia
N,Colombia
N,Colombia
N,Berlin
N,Ecuador
N,Quito
N,Colombia
N,Colombia
N,Quito
N,Guayaquil
N,Ecuador
P,Caracas 
N,Quito
N,Milagro 
N,Colombia
N,Riochico
N,Churoloma
N,Quito
N,Cuenca 
N,Colombia
N,San rafael
N,Quito
N,Somewhere over the rainbow
N,Quito
N,Ecuador
N,Santa elena
N,Guayaquil
N,Colombia
N,Colombia
N,Cuenca
N,Latinoamerica y el caribe
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Quito
N,Colombia
N,Quito
N,Colombia
N,librepastoreo
N,Colombia
N,Colombia
N,Ecuador
N,Quito
N,Colombia
N,Colombia
N,Quito
N,Jinan
N,Villa de leyva
P,Iquique
P,Colombia
N,Lima
N,Lima
N,Chiclayo
N,San miguel
N,Colombia
N,Colombia
N,Machu picchu
N,Colombia
N,Lima
N,Lima
N,Lima
N,Colombia
N,Peru
N,San miguel
N,Lima
N,Peru
N,Colombia
N,Peru
N,Lima peru
N,San isidro lima 
N,Peru
N,Colombia
N,Colombia
N,Bocas del toro
N,Lima peru
N,Colombia
N,Pueblo libre
N,Lima
N,Lima
N,Limaperu
N,Lima
N,Colombia
N,Colombia
N,Colombia
N,Lima 
N,Colombia
N,Colombia
N,Peru
N,Colombia
N,Peru
N,San isidro
N,Peru
N,Colombia
N,Lima
N,Jackson heights
N,San miguel
N,Lima
N,Colombia
N,Colombia
N,Paris
N,Duque de caxias
N,Chile
N,Colombia
N,Colombia
N,Augsburg
N,Fort lauderdale
N,Colombia
N,Atlantico
N,Colombia
N,Antioquia
N,Tunja
N,Cundinamarca
N,Portugal  england
N,Colombia
P,Ciudad autonoma de buenos aire
P,Colombia
P,Colombia
P,Panama city
P,La guajira
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Cundinamarca
P,Cundinamarca
P,Colombia
P,Colombia
P,Colombia
N,Colombia
N,Rio de janeiro
N,Complexo do lins
N,Praa seca
N,Cundinamarca
P,Monteria
P,Buenos aires
P,Azul
P,Azul
P,Avellaneda
N,Colombia
N,Colombia
N,Quitoyhabana ciudadspatrimonio
N,Colombia
N,Colombia
P, isabel lopezatlantico
N,Belgica
P,Quito
N,Buenos aires
N,Colombia
N,Cundinamarca
N,Itauna
N,Colombia
N,Colombia
N,Colombia
P,Bolivar
P,Colombia
N,Colombia
P,Colombia
N,Colombia
N,Valencia
N,Panama
N,vnzla 
N,Panama
N,El universo
P,Colombia
N,Santander
N,Colombia
N,Colombia
N,Colombia
N,Cra11a  69
N,Colombia
P,De venezuela para el infinito
N,Cundinamarca
P,Col 1d
P,Colombia
P,Atlanta
N,Colombia
N,Cundinamarca
N,Colombia
N,Complexo do lins
N,Cundinamarca
N,Cundinamarca
N,En algun lugar del mundo
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Cerquita
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Bogota dc
N,Colombia
N,Colombia
N,Yondo
N,Munich
P,Tangamandapio
N,Complexo do lins
N,Colombia
NEU,Colombia
NEU,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Medellin colombia
P,Colombia
N,Guadalajara
N,Guadalajara
N,Colombia
N,Rjzo
N,Cundinamarca
N,Colombia
N,Colombia
N,Valle del cauca
N,Cundinamarca
N,Bogota distrito capital
N,Monteria
N,Colombia
N,Colombia
N,Peafiel
N,Cundinamarca
N,Armenia
N,Colombia
N,Colombia
N,Antioquia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Atlantico
N,Ibague colombia
N,Colombia
N,Barranquillacolombia
N,Antioquia
N,Colombia
N,Valle del cauca
N,Motavita colombia
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Valledupar
N,Cundinamarca
N,Cundinamarca
N,Manizales
N,Cundinamarca
N,Nariño
N,Cundinamarca
N,Valledupar
N,Colombia
N,Colombia
N,Sincelejo
N,Colombia
N,La union antioquia colombia
N,Colombia
N,Antioquia
N,Valledupar
N,Manizales
N,Antioquia
N,Anywhere  everywhere
N,Valle del Cauca
N,La estrella
N,Manizales
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Manizales
N,Colombia
N,Colombia
N,Antioquia
N,Santiago d cali
N,Colombia
N,Atlantico
N,Pereira
N,Cundinamarca
N,Putumayo
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Hogwarts
N,Cundinamarca
N,Colombia
N,Manizales
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Nariño
N,Colombia
N,Barcelona
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Guadalajara de buga
N,Colombia
N,Colombia
N,Santa marta
N,Colombia
N,Antioquia
N,Atlantico
N,Ptocarreo
N,Colombia
N,Valledupar
N,Colombia
N,Atlantico
N,Colombia
N,Valle del Cauca
N,Colombia
N,Cundinamarca
N,Santander
N,Colombia
N,Nariño
N,Colombia
N,Antioquia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Manizales
N,Colombia
N,Bogota dc
N,Colombia
N,Cundinamarca
N,Neiva
N,Atlantico
N,Tolima
N,Duitama
N,Tolima
N,Cundinamarca
N,6 13 55 n
N,Cundinamarca
N,Colombia
N,Valle del Cauca
N,Valledupar 
N,Atlantico
N,Pereira
N,Colombia
N,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Manizales
N,Cundinamarca
N,Cundinamarca
N,Norte de Santander
N,Colombia
N,Tolima
N,Ocaa
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Sincelejo
N,Pachuca
N,Cundinamarca
N,Bogota dc
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Pereira
N,Antioquia
N,Tunja
N,Cundinamarca
N,Atlantico
N,Chia 
N,Colombia
N,Antioquia
N,Atlantico
N,Colombia
N,Valle del Cauca
N,Colombia
N,Colombia
N,Valledupar
N,Cundinamarca
N,Antioquia
N,Colombia
N,San francisco
N,Chia
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Bogota dc
N,Bogota dc
N,Santander 
N,Antioquia
N,Colombia
N,Valle del Cauca
N,Colombia
N,Bogota distrito cardenal
N,Colombia
N,Nariño
N,Villeta
N,Colombia
N,Cundinamarca
N,Colombia
N,Bucaramanga 
N,Colombia
N,Colombia
N,Meta
N,Bucaramanga 
N,Cundinamarca
N,Cundinamarca
N,Cundinamarca
N,Valle del Cauca
N,Colombia
N,San diego caldas
N,Bogota dc
N,En mi mundo
N,Colombia
N,Colombia
N,Valledupar
N,Colombia
N,Atleticonacional
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Cundinamarca
P,Cundinamarca
P,Colombia
P,Colombia
P,Valle del Cauca
P,Colombia
P,Illinois
P,Monteria
P,Cundinamarca
P,Colombia
P,Valle del Cauca
P,Colombia
P,Tolima
P,Cundinamarca
P,Colombia
P,Colombia
P,Colombia
P,6 13 55 n
P,Cundinamarca
P,Colombia
P,Antioquia
P,Valle del Cauca
P,Colombia
P,Valledupar 
P,Valle del Cauca
P,Colombia
P,Putumayo
P,Colombia
P,Colombia
P,Colombia
P,Cundinamarca
P,Buenos aires
P,Atlantico
P,Bogota dc
P,Tolima
P,Colombia
P,Colombia
P,Envigado antioquia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Cali 
P,Atlantico
P,Caldas
P,Cundinamarca
P,Cundinamarca
P,Colombia
P,Cundinamarca
P,Quilla 
P,Tolima
P,Sincelejo
P,Colombia
P,Antioquia
P,Colombia
P,Colombia
P,Colombia
P,Hogwarts
P,Florida
P,Tolima
P,Pachuca
P,Cundinamarca
P,Colombia
P,Colombia
P,Valle del Cauca
P,Bogota dc
P,Colombia
P,Colombia
P,Antioquia
P,Colombia
P,Manizales
P,Colombia
P,Colombia
P,Meta
P,Atlantico
P,Caucasia
P,Colombia
P,Colombia
P,Colombia
P,Antioquia
P,Colombia
P,Bolivar
P,Cundinamarca
P,Cundinamarca
P,Antioquia
P,Cauca
P,Antioquia
P,Antioquia
P,Toronto 
P,Curumani
P,Cundinamarca
P,Cundinamarca
P,Colombia
P,Manizales
P,Sogamoso
P,Neiva
P,Colombia
P,Atlantico
P,Colombia
P,Canada qc
P,Antioquia
P,Snap alejosolano
P,Colombia
P,Bogota dc
P,Bucaramanga colombia
P,Cundinamarca
P,Colombia
P,Norte de Santander
P,Colombia
P,Valledupar
P,Itagui
P,Colombia
P,Ciberespacio
P,Colombia
P,Valledupar
P,Colombia
P,Bogota 
P,Valle del Cauca
P,San francisco
P,Atlantico
P,Cundinamarca
P,Chia
P,Colombia
P,Manizales
P,Cundinamarca
P,Colombia
P,Colombia
P,Cundinamarca
P,Colombia
P,Bogota dc
P,Colombia
P,Colombia
P,Mexico
P,Antioquia
P,Cundinamarca
P,Colombia
P,Santander 
P,Cundinamarca
P,Bogota distrito cardenal
P,Bogota dc
P,Colombia
P,Colombia
P,Colombia
P,Bucaramanga 
P,Colombia
P,Colombia
P,Florencia
P,Colombia
P,Colombia
P,Bogota 
P,Cundinamarca
P,Colombia
P,Antioquia
P,Cundinamarca
P,Cundinamarca
P,Bogota dc
P,Cundinamarca
P,Colombia
P,Cundinamarca
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Cundinamarca
P,En mi mundo
P,Colombia
P,Cundinamarca
P,Cundinamarca
P,Colombia
P,Manizales
P,Cundinamarca
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Valle del Cauca
N,Cundinamarca
N,Colombia
N,Colombia
N,Antioquia
N,Cundinamarca
N,Colombia
N,Colombia
P,Antioquia
P,Atlantico
P,Colombia
P,Colombia
N,Cundinamarca
N,6 13 55 n
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Aracataca  bogota
N,Valledupar
N,Valledupar
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Por ahi
N,Caracas
N,Colombia
N,Colombia
N,Antioquia
N,Panama
N,Colombia 
N,Ut 4710344
N,Cundinamarca
N,Con dios
N,Santander
N,Incierto
N,Colombia
N,Ecuador
N,Colombia
N,Colombia
N,Quito
N,Guayaquil
N,Colombia
N,Colombia
N,Guayas
N,Cundinamarca
N,Colombia
N,Anna prior diosa 
N,Arg sm follows 213
N,Shawns heart
N,Mexico
N,Mexico esperando a shawn 
N,Honeymoon ve
N,Hs1sm3
N,Argentina buenos aires
N,Buenos aires
N,Argentina
N,Colombia
N,
N,18
N,Maduro cooetumadre
N,Camilizerlandia
N,Colombia
N,Beacon hills  hogwarts
N,Mexico
N,El mejor pais de chile
N,Colombia
N,Wonderland
N,Punto fijo
N,Colombia
N,Antioquia
N,nevermore
N,Colombia
N,San luis potosi
N,San luis
N,Beacon hills
P,Colombia
N,Colombia
P,Bogota dc
N,Santa marta colombia
N,Cundinamarca
N,Colombia
N,Manizales
N,Colombia
N,Colombia
N,Desde la mejor playa argentina
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Antioquia
N,Facatativ
N,Rionegro antioquia
N,Colombia
N,Colombia
N,Cundinamarca
N,Complexo do lins
N,Chile
N,Valparaiso
N,Valle del Cauca
N,Middle east 
N,Some place
N,Colombia
N,Cundinamarca
N,Colombia
N,Cundinamarca
N,Colombia
N,Valle del cauca
N,Cundinamarca
N,Colombia
N,Oakland
N,Caxias city
N,Colombia
N,Colombia
P,Quibdo
P,Colombia
P,Antioquia
P,Colombia
P,Araure portuguesa
P,Colombia
P,Antioquia
P,Colombia
P,Cundinamarca
P,Colombia
P,Colombia
P,Si vis pacem
P,Miami
P,Caracas
P,Punta de mata
P,Ccs
P,Colombia
P,Ut 10475196
P,La tierra
P,Singapore
P,Via del mar
P,Venezuela
P,Caracas
P,Colombia
P,Colombia
P,Venezuela
P,Ut 104971
P,Corofalconvzla
P,Colombia
P,Territorio britanico del ocean
P,Caracas 
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Caracas venezuela
P,Tachira
P,A la derecha d la ultraderecha
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Merida venezuela
P,Colombia
P,A donde pueda llegar
P,Venezuela
P,Estados unidos
N,Colombia
N,Guayaquil
N,Colombia
N,Colombia
N,La patria boba
N,Socorro
N,Colombia
N,Colombia
N,Colombia
N,Maturin
N,Colombia
N,Colombia
N,Complexo de cosmos
N,Colombia
P,Bilbao
P,Montevideo uy
N,Ecuador
N,Quito
P,Quito
N,Colombia
P,Huancavelica
P,Zapopan
P,Complexo do lins
N,En cualquier parte del planeta
N,En todas partes
N,Barquisimeto
N,Colombia
N,Colombia
N,Colombia
N,Colombia
P,Colombia
P,Colombia
N,Mexico city
P,Valle del Cauca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Cundinamarca
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Caracas 
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Colombia
N,Cundinamarca
N,Colombia
N,Colombia
N,Alberta
N,Quito
N,Colombia
N,Colombia
P,Santander
P,Mariostian heart
N,Sudamrica
N,Venezuela trujillo
N,Colombia
N,Colombia
N,Republica bolivariana de venezuela
N,Colombia
N,Colombia
P,San antonio del tachira
P,Azuycuenca
P,Venezuela
P,Colombia
N,Atlantico colombia
P,Latinoamericano y caribeo
P,San cristobal
P,Colombia
P,Caracas el llanito
P,Cuba
P,La tierra
P,Colombia
P,Rep bolivariana de venezuela
P,Estado sucre
P,Quilmes
P,Damasco
P,En mi ecuador carajo
P,Colombia
P,America latina
P,Colombia
P,Colombia
P,Venezuela
P,Colombia
P,Planeta tierra
P,Venezuela
P,Colombia
P,Colombia
P,Colombia
P,Colombia
P,Lima
